Product.new_cell,Product.dualband,Product.refurb_new,Product.hnd_price,Product.hnd_webcap,Product.eqpdays
N,Y,1,99.98999023,WCMB,278
N,Y,0,149.9899902,WCMB,477
N,N,0,29.98999023,WC,964
N,Y,0,199.9899902,WCMB,61
N,N,1,29.98999023,WC,675
N,Y,0,199.9899902,WCMB,402
Y,N,0,79.98999023,WC,799
Y,N,0,59.98999023,WC,1088
N,Y,0,199.9899902,WCMB,299
N,Y,0,149.9899902,WCMB,80
N,Y,0,149.9899902,WCMB,47
U,N,0,79.98999023,WC,768
Y,Y,1,79.98999023,WCMB,325
Y,Y,0,29.98999023,WC,109
N,Y,1,29.98999023,WCMB,578
N,Y,0,149.9899902,WCMB,128
Y,Y,1,29.98999023,WCMB,30
N,Y,1,99.98999023,WCMB,408
N,Y,0,129.9899902,WCMB,195
N,N,0,29.98999023,UNKW,1538
Y,Y,0,199.9899902,WCMB,239
N,Y,0,59.98999023,WCMB,305
Y,N,1,9.989997864,UNKW,919
N,Y,0,59.98999023,WCMB,643
N,Y,0,199.9899902,WCMB,361
U,Y,0,149.9899902,WCMB,519
N,N,0,29.98999023,UNKW,1644
N,Y,0,129.9899902,WCMB,693
N,N,0,79.98999023,WC,804
Y,N,0,29.98999023,UNKW,1583
N,Y,0,149.9899902,WCMB,75
N,Y,0,149.9899902,WCMB,443
U,Y,0,199.9899902,WCMB,39
Y,N,1,29.98999023,WC,358
N,Y,0,199.9899902,WCMB,294
Y,Y,0,199.9899902,WCMB,431
Y,Y,0,29.98999023,UNKW,957
N,Y,0,149.9899902,WCMB,293
Y,Y,0,149.9899902,WCMB,90
Y,Y,1,9.989997864,WC,650
N,Y,0,199.9899902,WCMB,115
N,Y,0,79.98999023,WCMB,348
N,N,0,29.98999023,UNKW,1471
N,N,1,9.989997864,UNKW,881
U,Y,0,149.9899902,WCMB,86
N,Y,0,129.9899902,WCMB,631
Y,N,0,29.98999023,WC,566
N,N,0,29.98999023,UNKW,1531
Y,N,0,129.9899902,WCMB,224
U,Y,0,149.9899902,WCMB,18
Y,Y,1,99.98999023,WCMB,96
U,Y,0,149.9899902,WCMB,62
N,N,0,29.98999023,UNKW,953
Y,Y,1,99.98999023,WCMB,226
Y,N,0,29.98999023,UNKW,1638
N,Y,1,9.989997864,UNKW,547
Y,N,1,9.989997864,UNKW,647
Y,N,1,9.989997864,UNKW,1144
Y,Y,0,29.98999023,UNKW,694
U,Y,0,149.9899902,WCMB,284
N,N,0,29.98999023,UNKW,1441
U,Y,1,79.98999023,WCMB,438
Y,Y,1,129.9899902,WCMB,25
U,Y,1,129.9899902,WCMB,223
N,N,0,29.98999023,UNKW,1636
Y,N,0,29.98999023,WC,1120
N,T,0,99.98999023,WCMB,241
N,Y,0,29.98999023,WC,263
N,Y,0,129.9899902,WCMB,206
Y,N,0,29.98999023,UNKW,1250
N,Y,1,99.98999023,WCMB,314
U,Y,0,29.98999023,UNKW,539
Y,Y,0,79.98999023,WCMB,308
N,Y,0,149.9899902,WCMB,54
Y,Y,0,199.9899902,WCMB,6
Y,N,0,29.98999023,WC,253
U,Y,0,199.9899902,WCMB,19
Y,T,0,99.98999023,WCMB,217
N,Y,1,29.98999023,WCMB,53
N,N,0,29.98999023,WCMB,678
N,N,1,79.98999023,WCMB,95
Y,Y,0,129.9899902,WCMB,468
N,Y,0,199.9899902,WCMB,369
N,N,1,9.989997864,UNKW,1222
N,Y,1,29.98999023,WCMB,195
Y,N,0,29.98999023,UNKW,1206
Y,N,1,9.989997864,UNKW,446
Y,Y,0,199.9899902,WCMB,369
Y,Y,1,79.98999023,WCMB,35
U,N,0,29.98999023,WC,173
Y,Y,1,99.98999023,WCMB,198
Y,N,0,29.98999023,UNKW,1462
N,Y,0,59.98999023,WCMB,691
U,Y,0,199.9899902,WCMB,160
Y,N,0,129.9899902,WCMB,246
Y,Y,1,29.98999023,WCMB,325
N,N,0,129.9899902,WCMB,230
U,N,0,29.98999023,WCMB,664
N,Y,0,149.9899902,WCMB,438
Y,Y,0,29.98999023,WC,11
N,T,0,99.98999023,WCMB,257
Y,T,0,99.98999023,WCMB,239
N,N,0,29.98999023,UNKW,1461
N,N,1,9.989997864,UNKW,922
N,N,1,9.989997864,UNKW,1084
Y,Y,0,129.9899902,WCMB,417
N,Y,0,199.9899902,WCMB,194
U,Y,0,129.9899902,WCMB,192
Y,Y,0,149.9899902,WCMB,378
N,N,0,29.98999023,UNKW,181
N,Y,0,149.9899902,WCMB,317
N,N,0,29.98999023,UNKW,1628
N,Y,1,29.98999023,WCMB,123
Y,Y,0,129.9899902,WCMB,74
N,Y,1,9.989997864,UNKW,583
Y,Y,0,79.98999023,WCMB,435
U,Y,0,199.9899902,WCMB,238
N,Y,1,29.98999023,WCMB,48
Y,N,1,9.989997864,UNKW,431
U,Y,0,149.9899902,WCMB,32
Y,Y,0,149.9899902,WCMB,89
N,Y,0,149.9899902,WCMB,632
Y,N,1,29.98999023,WC,429
N,N,0,29.98999023,UNKW,1517
Y,N,0,79.98999023,WC,631
Y,Y,0,79.98999023,WCMB,502
N,Y,0,149.9899902,WCMB,437
N,Y,0,79.98999023,WCMB,684
Y,N,0,129.9899902,WCMB,182
Y,Y,0,149.9899902,WCMB,30
N,Y,0,29.98999023,WC,1001
N,Y,0,149.9899902,WCMB,510
Y,Y,0,79.98999023,WCMB,456
N,Y,0,199.9899902,WCMB,555
N,Y,0,149.9899902,WCMB,145
Y,Y,0,199.9899902,WCMB,259
N,Y,0,29.98999023,UNKW,841
Y,Y,0,129.9899902,WCMB,474
N,Y,0,149.9899902,WCMB,103
Y,Y,0,149.9899902,WCMB,100
Y,Y,0,149.9899902,WCMB,448
Y,N,0,29.98999023,UNKW,1622
Y,N,0,29.98999023,UNKW,228
N,Y,1,99.98999023,WCMB,104
Y,N,0,79.98999023,WC,861
Y,Y,0,129.9899902,WCMB,569
N,T,0,99.98999023,WCMB,174
Y,Y,0,149.9899902,WCMB,13
Y,N,0,29.98999023,WCMB,686
N,N,0,129.9899902,WCMB,290
N,Y,0,129.9899902,WCMB,470
U,Y,0,149.9899902,WCMB,530
N,N,0,29.98999023,UNKW,998
N,T,0,99.98999023,WCMB,52
N,Y,1,9.989997864,UNKW,619
Y,N,0,79.98999023,WC,644
Y,Y,1,129.9899902,WCMB,311
Y,N,0,29.98999023,UNKW,1451
N,N,1,9.989997864,UNKW,572
Y,N,0,29.98999023,WCMB,582
Y,N,0,29.98999023,UNKW,1511
N,Y,0,79.98999023,WCMB,646
N,N,1,39.98999023,WC,616
N,Y,1,99.98999023,WCMB,320
N,N,1,9.989997864,UNKW,247
N,N,0,129.9899902,WCMB,183
N,N,1,9.989997864,WCMB,477
N,Y,0,249.9899902,WCMB,13
Y,N,1,9.989997864,UNKW,1179
U,N,0,29.98999023,UNKW,575
N,N,0,79.98999023,WC,647
Y,N,0,29.98999023,WCMB,403
N,Y,1,99.98999023,WCMB,511
Y,N,0,79.98999023,WC,822
N,Y,1,99.98999023,WCMB,68
N,Y,0,149.9899902,WCMB,389
U,Y,0,199.9899902,WCMB,256
N,Y,0,79.98999023,WCMB,239
N,Y,0,79.98999023,WCMB,528
Y,N,0,29.98999023,UNKW,1447
Y,Y,0,149.9899902,WCMB,166
U,Y,1,99.98999023,WCMB,373
N,Y,1,99.98999023,WCMB,243
N,Y,0,29.98999023,UNKW,875
N,Y,1,99.98999023,WCMB,313
Y,Y,0,79.98999023,WCMB,652
U,N,0,99.98999023,WC,16
U,N,0,29.98999023,WC,698
Y,Y,0,199.9899902,WCMB,410
Y,N,0,29.98999023,WCMB,702
N,Y,0,199.9899902,WCMB,217
Y,Y,0,199.9899902,WCMB,556
N,Y,1,99.98999023,WCMB,304
U,N,0,29.98999023,UNKW,1554
Y,Y,0,79.98999023,WCMB,340
U,N,0,29.98999023,UNKW,142
N,Y,0,199.9899902,WCMB,117
N,Y,0,129.9899902,WCMB,331
N,Y,0,79.98999023,WCMB,430
N,N,0,29.98999023,UNKW,1554
N,N,1,9.989997864,WC,402
Y,N,1,9.989997864,UNKW,1088
U,T,0,99.98999023,WCMB,135
N,Y,0,149.9899902,WCMB,198
N,Y,0,29.98999023,UNKW,1264
N,Y,0,149.9899902,WCMB,588
N,Y,0,149.9899902,WCMB,439
Y,Y,0,59.98999023,WCMB,494
Y,Y,1,99.98999023,WCMB,204
N,N,0,129.9899902,WCMB,280
N,N,0,29.98999023,UNKW,172
N,N,0,29.98999023,UNKW,1444
N,Y,1,29.98999023,WCMB,195
U,N,0,29.98999023,WC,285
N,N,0,29.98999023,UNKW,1444
U,Y,0,29.98999023,WC,686
Y,Y,0,149.9899902,WCMB,541
N,Y,0,199.9899902,WCMB,334
Y,Y,0,29.98999023,UNKW,702
N,N,0,29.98999023,WC,767
N,Y,0,149.9899902,WCMB,35
N,N,0,99.98999023,WC,1
N,Y,0,149.9899902,WCMB,217
Y,Y,0,149.9899902,WCMB,416
N,N,0,29.98999023,UNKW,1442
U,T,0,99.98999023,WCMB,90
N,N,0,29.98999023,UNKW,1287
Y,T,0,199.9899902,WCMB,140
Y,U,0,99.98999023,UNKW,4
N,Y,1,99.98999023,WCMB,410
N,N,0,29.98999023,UNKW,1504
N,Y,0,79.98999023,WCMB,663
U,Y,0,149.9899902,WCMB,463
Y,N,0,59.98999023,WC,932
N,Y,0,59.98999023,WCMB,538
Y,N,0,79.98999023,WC,876
N,N,1,9.989997864,UNKW,1145
N,N,0,29.98999023,WCMB,533
N,Y,0,129.9899902,WCMB,527
N,Y,0,59.98999023,WCMB,430
N,Y,0,79.98999023,WCMB,66
U,N,0,29.98999023,UNKW,1502
Y,N,0,129.9899902,WCMB,195
U,T,1,99.98999023,WCMB,88
Y,Y,0,79.98999023,WCMB,423
N,Y,0,149.9899902,WCMB,341
Y,N,0,29.98999023,UNKW,1548
N,Y,1,99.98999023,WCMB,231
N,Y,0,29.98999023,UNKW,601
U,Y,0,199.9899902,WCMB,86
N,Y,0,129.9899902,WCMB,135
Y,N,0,29.98999023,WCMB,615
N,N,1,79.98999023,WCMB,15
N,N,0,79.98999023,WC,802
Y,Y,0,129.9899902,WCMB,155
N,Y,0,199.9899902,WCMB,98
N,Y,1,129.9899902,WCMB,67
N,N,0,29.98999023,UNKW,202
N,Y,0,199.9899902,WCMB,382
N,Y,0,199.9899902,WCMB,349
N,Y,0,79.98999023,WCMB,524
N,N,0,29.98999023,UNKW,1607
N,Y,0,129.9899902,WCMB,250
N,N,1,9.989997864,WCMB,126
N,Y,0,199.9899902,WCMB,3
Y,N,1,9.989997864,UNKW,1390
N,Y,0,29.98999023,UNKW,454
Y,Y,0,149.9899902,WCMB,437
U,N,0,29.98999023,UNKW,1437
Y,N,0,29.98999023,UNKW,1437
N,Y,0,199.9899902,WCMB,92
Y,Y,1,79.98999023,WCMB,62
U,Y,1,9.989997864,UNKW,421
Y,N,0,29.98999023,WC,574
N,Y,0,149.9899902,WCMB,39
Y,Y,0,79.98999023,WCMB,268
Y,Y,1,99.98999023,WCMB,103
Y,Y,0,149.9899902,WCMB,555
Y,Y,0,59.98999023,WCMB,367
N,Y,0,149.9899902,WCMB,212
Y,Y,0,199.9899902,WCMB,556
Y,T,0,99.98999023,WCMB,204
Y,Y,0,199.9899902,WCMB,293
Y,Y,1,29.98999023,WCMB,428
Y,Y,1,99.98999023,WCMB,96
Y,N,0,29.98999023,WCMB,758
U,Y,1,39.98999023,WCMB,507
U,T,0,99.98999023,WCMB,110
N,N,0,29.98999023,UNKW,1542
Y,Y,0,59.98999023,WCMB,530
Y,N,0,29.98999023,UNKW,436
N,Y,0,199.9899902,WCMB,405
Y,N,0,29.98999023,UNKW,1602
N,N,1,9.989997864,WC,501
U,N,0,29.98999023,UNKW,1494
N,N,0,129.9899902,WCMB,299
Y,N,1,9.989997864,UNKW,929
N,Y,0,29.98999023,WC,861
Y,N,0,29.98999023,UNKW,1494
N,Y,0,199.9899902,WCMB,66
U,N,0,29.98999023,UNKW,77
Y,Y,0,79.98999023,WCMB,556
N,N,0,129.9899902,WCMB,72
Y,Y,0,29.98999023,WC,888
N,N,0,29.98999023,WC,872
N,Y,0,29.98999023,UNKW,53
U,Y,0,29.98999023,UNKW,621
N,N,0,29.98999023,UNKW,647
U,N,0,129.9899902,WCMB,48
N,Y,0,59.98999023,WCMB,737
U,Y,0,59.98999023,WCMB,683
N,N,1,39.98999023,WC,374
Y,Y,0,99.98999023,WCMB,427
N,N,1,9.989997864,UNKW,686
U,Y,0,29.98999023,WC,365
U,Y,1,9.989997864,WC,256
U,Y,0,59.98999023,WCMB,821
N,Y,0,199.9899902,WCMB,351
Y,N,0,29.98999023,UNKW,1535
Y,N,1,9.989997864,UNKW,860
Y,N,0,79.98999023,WC,153
Y,N,0,29.98999023,UNKW,1535
N,T,0,199.9899902,WCMB,100
Y,Y,0,149.9899902,WCMB,223
N,Y,1,79.98999023,WCMB,66
N,Y,0,149.9899902,WCMB,236
U,Y,0,199.9899902,WCMB,9
N,Y,0,199.9899902,WCMB,360
Y,Y,0,149.9899902,WCMB,455
Y,Y,0,199.9899902,WCMB,382
N,Y,0,199.9899902,WCMB,99
N,Y,1,29.98999023,WCMB,746
N,Y,0,199.9899902,WCMB,85
N,Y,0,129.9899902,WCMB,401
N,Y,0,149.9899902,WCMB,358
Y,N,1,9.989997864,WCMB,179
N,Y,0,149.9899902,WCMB,11
N,U,0,99.98999023,UNKW,-3
N,T,0,99.98999023,WCMB,68
N,Y,0,199.9899902,WCMB,37
U,Y,0,199.9899902,WCMB,25
N,Y,0,29.98999023,WC,304
N,N,0,29.98999023,UNKW,1425
N,Y,0,149.9899902,WCMB,434
N,N,0,29.98999023,UNKW,1487
N,Y,1,99.98999023,WCMB,413
N,N,0,129.9899902,WCMB,372
N,Y,0,79.98999023,WCMB,636
N,N,0,29.98999023,UNKW,733
Y,N,1,29.98999023,WC,275
N,N,0,29.98999023,UNKW,1425
N,Y,0,129.9899902,WCMB,661
N,N,0,129.9899902,WCMB,118
U,N,0,29.98999023,WC,229
N,Y,0,29.98999023,UNKW,499
N,N,0,29.98999023,WC,720
N,Y,0,149.9899902,WCMB,361
Y,Y,1,29.98999023,WCMB,328
N,N,0,29.98999023,UNKW,1593
N,Y,0,149.9899902,WCMB,261
N,N,0,29.98999023,UNKW,1133
N,Y,0,129.9899902,WCMB,469
N,N,1,29.98999023,WC,523
Y,Y,1,9.989997864,WC,575
N,Y,0,149.9899902,WCMB,630
N,N,0,29.98999023,UNKW,1485
N,N,0,29.98999023,UNKW,1071
N,Y,0,129.9899902,WCMB,337
N,Y,0,29.98999023,UNKW,1004
Y,Y,0,79.98999023,WCMB,184
Y,T,0,99.98999023,WCMB,170
Y,N,0,29.98999023,UNKW,1592
Y,Y,0,129.9899902,WCMB,163
Y,Y,0,79.98999023,WCMB,663
N,T,0,99.98999023,WCMB,81
N,N,0,129.9899902,WCMB,26
U,Y,0,149.9899902,WCMB,458
Y,Y,0,129.9899902,WCMB,730
N,N,0,29.98999023,WCMB,283
Y,Y,0,79.98999023,WCMB,474
Y,N,0,29.98999023,UNKW,1293
N,N,1,9.989997864,UNKW,650
Y,N,0,79.98999023,WC,728
N,Y,0,199.9899902,WCMB,125
Y,N,0,129.9899902,WCMB,111
N,Y,0,149.9899902,WCMB,204
N,N,0,129.9899902,WCMB,333
N,Y,1,99.98999023,WCMB,105
N,N,0,29.98999023,UNKW,1482
N,N,0,29.98999023,UNKW,442
N,N,0,29.98999023,UNKW,1589
N,Y,0,129.9899902,WCMB,110
N,Y,0,149.9899902,WCMB,168
N,Y,0,149.9899902,WCMB,147
N,Y,0,149.9899902,WCMB,322
N,Y,0,199.9899902,WCMB,267
N,Y,0,29.98999023,UNKW,721
N,N,0,129.9899902,WCMB,162
N,N,0,129.9899902,WCMB,305
U,T,1,59.98999023,WCMB,39
N,N,0,29.98999023,UNKW,1527
Y,Y,0,149.9899902,WCMB,134
N,N,1,79.98999023,WCMB,204
N,Y,1,9.989997864,WC,345
N,N,0,399.9899902,WCMB,161
N,N,1,9.989997864,UNKW,323
N,Y,0,29.98999023,WC,1339
Y,Y,1,9.989997864,UNKW,410
N,Y,0,149.9899902,WCMB,199
Y,N,0,29.98999023,UNKW,1410
Y,N,0,29.98999023,UNKW,1527
N,Y,0,199.9899902,WCMB,109
N,Y,0,149.9899902,WCMB,578
N,T,0,99.98999023,WCMB,27
N,Y,0,199.9899902,WCMB,45
N,Y,0,199.9899902,WCMB,440
Y,Y,0,29.98999023,WC,991
N,Y,0,29.98999023,WC,559
Y,N,0,399.9899902,WCMB,234
Y,Y,0,59.98999023,WCMB,251
N,Y,0,149.9899902,WCMB,226
N,N,0,29.98999023,UNKW,1065
Y,N,1,9.989997864,UNKW,479
N,N,0,29.98999023,UNKW,785
N,Y,0,59.98999023,WCMB,620
Y,N,0,29.98999023,UNKW,1526
N,N,0,129.9899902,WCMB,229
N,Y,0,79.98999023,WCMB,386
Y,Y,0,149.9899902,WCMB,112
N,Y,0,29.98999023,WC,270
Y,Y,0,149.9899902,WCMB,428
N,Y,1,129.9899902,WCMB,41
N,Y,0,129.9899902,WCMB,358
N,N,1,9.989997864,UNKW,363
U,N,0,29.98999023,UNKW,1479
Y,N,0,29.98999023,UNKW,1586
Y,Y,0,149.9899902,WCMB,210
N,Y,0,29.98999023,WC,664
N,N,1,9.989997864,UNKW,345
Y,Y,0,59.98999023,WCMB,798
N,Y,1,99.98999023,WCMB,263
Y,N,0,29.98999023,UNKW,1296
U,N,0,29.98999023,WC,691
N,Y,1,99.98999023,WCMB,237
N,Y,0,29.98999023,UNKW,512
N,N,1,9.989997864,UNKW,1165
N,N,0,29.98999023,WCMB,810
U,Y,1,79.98999023,WCMB,160
U,N,0,79.98999023,WC,688
Y,Y,1,99.98999023,WCMB,97
N,Y,1,99.98999023,WCMB,377
Y,Y,0,149.9899902,WCMB,266
Y,N,0,29.98999023,UNKW,1524
Y,N,0,29.98999023,UNKW,1585
N,N,0,29.98999023,WC,1118
N,Y,0,199.9899902,WCMB,458
N,Y,0,199.9899902,WCMB,626
N,N,0,29.98999023,UNKW,1584
U,Y,0,79.98999023,WCMB,582
N,Y,0,199.9899902,WCMB,465
Y,N,0,29.98999023,UNKW,1523
U,Y,0,149.9899902,WCMB,207
Y,Y,0,149.9899902,WCMB,500
N,Y,0,199.9899902,WCMB,382
Y,N,0,29.98999023,UNKW,1523
N,Y,0,149.9899902,WCMB,335
N,Y,0,129.9899902,WCMB,162
N,Y,0,129.9899902,WCMB,404
N,Y,0,59.98999023,WCMB,308
N,Y,0,149.9899902,WCMB,360
